JobName,NNodes,MaxVMSize,AveVMSize,MaxVMSizeNode,MaxVMSizeTask,MaxRSS,MaxRSSNode,MaxRSSTask,AveCPU,CPUTime,CPUTimeRAW,Elapsed,Start,End,State,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3144,1,2300K,sdumont3144,1,00:00:00,00:08:00,480,00:00:04,2022-11-18T15:52:18,2022-11-18T15:52:22,COMPLETED,
10bs-12th-aminoacido,5,,,,,,,,,00:08:00,480,00:00:04,2022-11-18T15:52:22,2022-11-18T15:52:26,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2540K,sdumont3143,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T15:52:22,2022-11-18T15:52:26,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3145,2,2296K,sdumont3146,3,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:52:23,2022-11-18T15:52:26,COMPLETED,
10bs-12th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:52:27,2022-11-18T15:52:30,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:52:27,2022-11-18T15:52:30,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3146,3,2296K,sdumont3146,3,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:52:27,2022-11-18T15:52:30,COMPLETED,
100bs-12th-aminoacido,5,,,,,,,,,00:30:00,1800,00:00:15,2022-11-18T15:52:30,2022-11-18T15:52:45,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T15:52:30,2022-11-18T15:52:45,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,369252K,sdumont3143,0,2300K,sdumont3145,2,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:52:32,2022-11-18T15:52:45,COMPLETED,
100bs-12th-aminoacido,5,,,,,,,,,00:28:00,1680,00:00:14,2022-11-18T15:52:45,2022-11-18T15:52:59,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T15:52:45,2022-11-18T15:52:59,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,369252K,sdumont3144,1,2296K,sdumont3145,2,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:52:46,2022-11-18T15:52:59,COMPLETED,
100bs-12th-aminoacido,5,,,,,,,,,00:30:00,1800,00:00:15,2022-11-18T15:53:00,2022-11-18T15:53:15,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2532K,sdumont3143,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T15:53:00,2022-11-18T15:53:15,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,369252K,sdumont3144,1,2292K,sdumont3144,1,00:00:00,00:30:00,1800,00:00:15,2022-11-18T15:53:00,2022-11-18T15:53:15,COMPLETED,
100bs-12th-aminoacido,5,,,,,,,,,00:26:00,1560,00:00:13,2022-11-18T15:53:15,2022-11-18T15:53:28,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T15:53:15,2022-11-18T15:53:28,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3146,3,2296K,sdumont3146,3,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:53:15,2022-11-18T15:53:28,COMPLETED,
100bs-12th-aminoacido,5,,,,,,,,,00:26:00,1560,00:00:13,2022-11-18T15:53:29,2022-11-18T15:53:42,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T15:53:29,2022-11-18T15:53:42,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3145,2,2296K,sdumont3145,2,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:53:29,2022-11-18T15:53:42,COMPLETED,
1000bs-12th-aminoacido,5,,,,,,,,,03:56:00,14160,00:01:58,2022-11-18T15:53:43,2022-11-18T15:55:41,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8584K,sdumont3143,0,00:00:00,00:47:12,2832,00:01:58,2022-11-18T15:53:43,2022-11-18T15:55:41,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956656K,956652K,sdumont3143,0,47440K,sdumont3147,4,00:17:39,03:56:00,14160,00:01:58,2022-11-18T15:53:43,2022-11-18T15:55:41,COMPLETED,
1000bs-12th-aminoacido,5,,,,,,,,,03:52:00,13920,00:01:56,2022-11-18T15:54:03,2022-11-18T15:55:59,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8584K,sdumont3138,0,00:00:00,00:46:24,2784,00:01:56,2022-11-18T15:54:03,2022-11-18T15:55:59,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956656K,979605913,sdumont3139,1,47416K,sdumont3142,4,00:17:40,03:50:00,13800,00:01:55,2022-11-18T15:54:04,2022-11-18T15:55:59,COMPLETED,
1000bs-12th-aminoacido,5,,,,,,,,,03:54:00,14040,00:01:57,2022-11-18T15:54:15,2022-11-18T15:56:12,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8580K,sdumont3133,0,00:00:00,00:46:48,2808,00:01:57,2022-11-18T15:54:15,2022-11-18T15:56:12,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956656K,979612467,sdumont3134,1,47432K,sdumont3137,4,00:17:39,03:54:00,14040,00:01:57,2022-11-18T15:54:15,2022-11-18T15:56:12,COMPLETED,
1000bs-12th-aminoacido,5,,,,,,,,,03:46:00,13560,00:01:53,2022-11-18T15:55:42,2022-11-18T15:57:35,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8580K,sdumont3143,0,00:00:00,00:45:12,2712,00:01:53,2022-11-18T15:55:42,2022-11-18T15:57:35,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956656K,979609190,sdumont3143,0,47424K,sdumont3147,4,00:17:40,03:44:00,13440,00:01:52,2022-11-18T15:55:43,2022-11-18T15:57:35,COMPLETED,
1000bs-12th-aminoacido,5,,,,,,,,,03:54:00,14040,00:01:57,2022-11-18T15:56:00,2022-11-18T15:57:57,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8588K,sdumont3138,0,00:00:00,00:46:48,2808,00:01:57,2022-11-18T15:56:00,2022-11-18T15:57:57,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956660K,979614105,sdumont3141,3,47436K,sdumont3142,4,00:17:39,03:54:00,14040,00:01:57,2022-11-18T15:56:00,2022-11-18T15:57:57,COMPLETED,
2000bs-12th-aminoacido,5,,,,,,,,,07:26:00,26760,00:03:43,2022-11-18T15:56:12,2022-11-18T15:59:55,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,01:29:12,5352,00:03:43,2022-11-18T15:56:12,2022-11-18T15:59:55,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956664K,979621478,sdumont3133,0,47464K,sdumont3133,0,00:41:24,07:24:00,26640,00:03:42,2022-11-18T15:56:13,2022-11-18T15:59:55,COMPLETED,
2000bs-12th-aminoacido,5,,,,,,,,,07:22:00,26520,00:03:41,2022-11-18T15:57:36,2022-11-18T16:01:17,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8576K,sdumont3143,0,00:00:00,01:28:24,5304,00:03:41,2022-11-18T15:57:36,2022-11-18T16:01:17,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956664K,956660K,sdumont3144,1,49472K,sdumont3147,4,00:41:27,07:22:00,26520,00:03:41,2022-11-18T15:57:36,2022-11-18T16:01:17,COMPLETED,
2000bs-12th-aminoacido,5,,,,,,,,,07:20:00,26400,00:03:40,2022-11-18T15:57:57,2022-11-18T16:01:37,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8588K,sdumont3138,0,00:00:00,01:28:00,5280,00:03:40,2022-11-18T15:57:57,2022-11-18T16:01:37,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956672K,979625574,sdumont3141,3,47460K,sdumont3142,4,00:41:40,07:20:00,26400,00:03:40,2022-11-18T15:57:57,2022-11-18T16:01:37,COMPLETED,
2000bs-12th-aminoacido,5,,,,,,,,,07:26:00,26760,00:03:43,2022-11-18T15:59:55,2022-11-18T16:03:38,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8576K,sdumont3133,0,00:00:00,01:29:12,5352,00:03:43,2022-11-18T15:59:55,2022-11-18T16:03:38,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956668K,979623116,sdumont3136,3,47444K,sdumont3137,4,00:41:31,07:26:00,26760,00:03:43,2022-11-18T15:59:55,2022-11-18T16:03:38,COMPLETED,
2000bs-12th-aminoacido,5,,,,,,,,,07:38:00,27480,00:03:49,2022-11-18T16:01:17,2022-11-18T16:05:06,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8568K,sdumont3143,0,00:00:00,01:31:36,5496,00:03:49,2022-11-18T16:01:17,2022-11-18T16:05:06,COMPLETED,
raxmlHPC-HYBRID-AVX,5,956668K,979623116,sdumont3145,2,47444K,sdumont3147,4,00:41:29,07:36:00,27360,00:03:48,2022-11-18T16:01:18,2022-11-18T16:05:06,COMPLETED,
10bs-6th-aminoacido,5,,,,,,,,,00:08:00,480,00:00:04,2022-11-18T16:01:37,2022-11-18T16:01:41,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:01:37,2022-11-18T16:01:41,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3140,2,2296K,sdumont3142,4,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:01:38,2022-11-18T16:01:42,COMPLETED,
10bs-6th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:01:43,2022-11-18T16:01:48,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2528K,sdumont3138,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:01:43,2022-11-18T16:01:48,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3141,3,2300K,sdumont3142,4,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:01:44,2022-11-18T16:01:48,COMPLETED,
10bs-6th-aminoacido,5,,,,,,,,,00:12:00,720,00:00:06,2022-11-18T16:01:48,2022-11-18T16:01:54,COMPLETED,
batch,1,235424K,235424K,sdumont3148,0,2532K,sdumont3148,0,00:00:00,00:02:24,144,00:00:06,2022-11-18T16:01:48,2022-11-18T16:01:54,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3151,3,2300K,sdumont3151,3,00:00:00,00:10:00,600,00:00:05,2022-11-18T16:01:49,2022-11-18T16:01:54,COMPLETED,
10bs-6th-aminoacido,5,,,,,,,,,00:08:00,480,00:00:04,2022-11-18T16:01:54,2022-11-18T16:01:58,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:01:54,2022-11-18T16:01:58,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3138,0,2300K,sdumont3139,1,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:01:54,2022-11-18T16:01:58,COMPLETED,
10bs-6th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:01:58,2022-11-18T16:02:03,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:01:58,2022-11-18T16:02:03,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3138,0,2296K,sdumont3138,0,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:01:59,2022-11-18T16:02:03,COMPLETED,
100bs-6th-aminoacido,5,,,,,,,,,00:32:00,1920,00:00:16,2022-11-18T16:02:03,2022-11-18T16:02:19,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:06:24,384,00:00:16,2022-11-18T16:02:03,2022-11-18T16:02:19,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3141,3,2296K,sdumont3139,1,00:00:00,00:32:00,1920,00:00:16,2022-11-18T16:02:03,2022-11-18T16:02:19,COMPLETED,
100bs-6th-aminoacido,5,,,,,,,,,00:34:00,2040,00:00:17,2022-11-18T16:02:19,2022-11-18T16:02:36,COMPLETED,
batch,1,300960K,300960K,sdumont3138,0,2540K,sdumont3138,0,00:00:00,00:06:48,408,00:00:17,2022-11-18T16:02:19,2022-11-18T16:02:36,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3141,3,2296K,sdumont3141,3,00:00:00,00:34:00,2040,00:00:17,2022-11-18T16:02:19,2022-11-18T16:02:36,COMPLETED,
100bs-6th-aminoacido,5,,,,,,,,,00:30:00,1800,00:00:15,2022-11-18T16:02:36,2022-11-18T16:02:51,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T16:02:36,2022-11-18T16:02:51,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3138,0,2296K,sdumont3138,0,00:00:00,00:32:00,1920,00:00:16,2022-11-18T16:02:36,2022-11-18T16:02:52,COMPLETED,
100bs-6th-aminoacido,5,,,,,,,,,00:36:00,2160,00:00:18,2022-11-18T16:02:52,2022-11-18T16:03:10,COMPLETED,
batch,1,235424K,235424K,sdumont3138,0,2524K,sdumont3138,0,00:00:00,00:07:12,432,00:00:18,2022-11-18T16:02:52,2022-11-18T16:03:10,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3139,1,2296K,sdumont3139,1,00:00:00,00:36:00,2160,00:00:18,2022-11-18T16:02:52,2022-11-18T16:03:10,COMPLETED,
100bs-6th-aminoacido,5,,,,,,,,,00:32:00,1920,00:00:16,2022-11-18T16:03:10,2022-11-18T16:03:26,COMPLETED,
batch,1,300960K,300960K,sdumont3138,0,2540K,sdumont3138,0,00:00:00,00:06:24,384,00:00:16,2022-11-18T16:03:10,2022-11-18T16:03:26,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3138,0,2300K,sdumont3138,0,00:00:00,00:32:00,1920,00:00:16,2022-11-18T16:03:10,2022-11-18T16:03:26,COMPLETED,
1000bs-6th-aminoacido,5,,,,,,,,,04:32:00,16320,00:02:16,2022-11-18T16:03:26,2022-11-18T16:05:42,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8588K,sdumont3138,0,00:00:00,00:54:24,3264,00:02:16,2022-11-18T16:03:26,2022-11-18T16:05:42,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551212K,564427161,sdumont3141,3,46744K,sdumont3138,0,00:11:47,04:32:00,16320,00:02:16,2022-11-18T16:03:26,2022-11-18T16:05:42,COMPLETED,
1000bs-6th-aminoacido,5,,,,,,,,,04:32:00,16320,00:02:16,2022-11-18T16:03:38,2022-11-18T16:05:54,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8584K,sdumont3133,0,00:00:00,00:54:24,3264,00:02:16,2022-11-18T16:03:38,2022-11-18T16:05:54,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551224K,564429619,sdumont3135,2,46760K,sdumont3134,1,00:11:48,04:30:00,16200,00:02:15,2022-11-18T16:03:39,2022-11-18T16:05:54,COMPLETED,
1000bs-6th-aminoacido,5,,,,,,,,,04:46:00,17160,00:02:23,2022-11-18T16:05:06,2022-11-18T16:07:29,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8580K,sdumont3143,0,00:00:00,00:57:12,3432,00:02:23,2022-11-18T16:05:06,2022-11-18T16:07:29,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551200K,564422246,sdumont3147,4,46740K,sdumont3145,2,00:11:49,04:46:00,17160,00:02:23,2022-11-18T16:05:06,2022-11-18T16:07:29,COMPLETED,
1000bs-6th-aminoacido,5,,,,,,,,,04:32:00,16320,00:02:16,2022-11-18T16:05:42,2022-11-18T16:07:58,COMPLETED,
batch,1,765684K,765684K,sdumont3148,0,8584K,sdumont3148,0,00:00:00,00:54:24,3264,00:02:16,2022-11-18T16:05:42,2022-11-18T16:07:58,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551196K,564410777,sdumont3148,0,46732K,sdumont3148,0,00:11:49,04:30:00,16200,00:02:15,2022-11-18T16:05:43,2022-11-18T16:07:58,COMPLETED,
1000bs-6th-aminoacido,5,,,,,,,,,04:28:00,16080,00:02:14,2022-11-18T16:05:55,2022-11-18T16:08:09,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,00:53:36,3216,00:02:14,2022-11-18T16:05:55,2022-11-18T16:08:09,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551196K,564417331,sdumont3136,3,48716K,sdumont3133,0,00:11:49,04:28:00,16080,00:02:14,2022-11-18T16:05:55,2022-11-18T16:08:09,COMPLETED,
2000bs-6th-aminoacido,5,,,,,,,,,09:46:00,35160,00:04:53,2022-11-18T16:07:30,2022-11-18T16:12:23,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8568K,sdumont3138,0,00:00:00,01:57:12,7032,00:04:53,2022-11-18T16:07:30,2022-11-18T16:12:23,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551220K,564437811,sdumont3141,3,46832K,sdumont3140,2,00:26:39,09:46:00,35160,00:04:53,2022-11-18T16:07:30,2022-11-18T16:12:23,COMPLETED,
2000bs-6th-aminoacido,5,,,,,,,,,09:00:00,32400,00:04:30,2022-11-18T16:07:58,2022-11-18T16:12:28,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8588K,sdumont3143,0,00:00:00,01:48:00,6480,00:04:30,2022-11-18T16:07:58,2022-11-18T16:12:28,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551228K,564447641,sdumont3146,3,46792K,sdumont3145,2,00:23:43,08:58:00,32280,00:04:29,2022-11-18T16:07:59,2022-11-18T16:12:28,COMPLETED,
2000bs-6th-aminoacido,5,,,,,,,,,09:20:00,33600,00:04:40,2022-11-18T16:08:09,2022-11-18T16:12:49,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,01:52:00,6720,00:04:40,2022-11-18T16:08:09,2022-11-18T16:12:49,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551232K,551216K,sdumont3135,2,48752K,sdumont3133,0,00:26:38,09:18:00,33480,00:04:39,2022-11-18T16:08:10,2022-11-18T16:12:49,COMPLETED,
2000bs-6th-aminoacido,5,,,,,,,,,09:26:00,33960,00:04:43,2022-11-18T16:10:47,2022-11-18T16:15:30,COMPLETED,
batch,1,765684K,765684K,sdumont3148,0,8584K,sdumont3148,0,00:00:00,01:53:12,6792,00:04:43,2022-11-18T16:10:47,2022-11-18T16:15:30,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551224K,564435353,sdumont3150,2,46780K,sdumont3148,0,00:26:39,09:26:00,33960,00:04:43,2022-11-18T16:10:47,2022-11-18T16:15:30,COMPLETED,
2000bs-6th-aminoacido,5,,,,,,,,,09:00:00,32400,00:04:30,2022-11-18T16:12:23,2022-11-18T16:16:53,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8580K,sdumont3138,0,00:00:00,01:48:00,6480,00:04:30,2022-11-18T16:12:23,2022-11-18T16:16:53,COMPLETED,
raxmlHPC-HYBRID-AVX,5,551216K,551208K,sdumont3142,4,46780K,sdumont3138,0,00:24:54,09:00:00,32400,00:04:30,2022-11-18T16:12:23,2022-11-18T16:16:53,COMPLETED,
10bs-2th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:12:28,2022-11-18T16:12:33,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2532K,sdumont3143,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:12:28,2022-11-18T16:12:33,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3145,2,2292K,sdumont3145,2,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:12:29,2022-11-18T16:12:33,COMPLETED,
10bs-2th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:12:34,2022-11-18T16:12:39,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:12:34,2022-11-18T16:12:39,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3147,4,2296K,sdumont3145,2,00:00:00,00:10:00,600,00:00:05,2022-11-18T16:12:34,2022-11-18T16:12:39,COMPLETED,
10bs-2th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:12:39,2022-11-18T16:12:44,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:12:39,2022-11-18T16:12:44,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3144,1,2296K,sdumont3144,1,00:00:00,00:08:00,480,00:00:04,2022-11-18T16:12:40,2022-11-18T16:12:44,COMPLETED,
10bs-2th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:12:44,2022-11-18T16:12:49,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2536K,sdumont3143,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:12:44,2022-11-18T16:12:49,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3144,1,2296K,sdumont3145,2,00:00:00,00:10:00,600,00:00:05,2022-11-18T16:12:44,2022-11-18T16:12:49,COMPLETED,
10bs-2th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T16:12:49,2022-11-18T16:12:54,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2528K,sdumont3133,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:12:49,2022-11-18T16:12:54,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3133,0,2296K,sdumont3134,1,00:00:00,00:10:00,600,00:00:05,2022-11-18T16:12:49,2022-11-18T16:12:54,COMPLETED,
100bs-2th-aminoacido,5,,,,,,,,,00:56:00,3360,00:00:28,2022-11-18T16:12:49,2022-11-18T16:13:17,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2532K,sdumont3143,0,00:00:00,00:11:12,672,00:00:28,2022-11-18T16:12:49,2022-11-18T16:13:17,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3144,1,2300K,sdumont3146,3,00:00:00,00:54:00,3240,00:00:27,2022-11-18T16:12:50,2022-11-18T16:13:17,COMPLETED,
100bs-2th-aminoacido,5,,,,,,,,,00:54:00,3240,00:00:27,2022-11-18T16:12:54,2022-11-18T16:13:21,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:10:48,648,00:00:27,2022-11-18T16:12:54,2022-11-18T16:13:21,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3135,2,2296K,sdumont3134,1,00:00:00,00:52:00,3120,00:00:26,2022-11-18T16:12:55,2022-11-18T16:13:21,COMPLETED,
100bs-2th-aminoacido,5,,,,,,,,,00:58:00,3480,00:00:29,2022-11-18T16:13:17,2022-11-18T16:13:46,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:11:36,696,00:00:29,2022-11-18T16:13:17,2022-11-18T16:13:46,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3145,2,2292K,sdumont3143,0,00:00:00,00:56:00,3360,00:00:28,2022-11-18T16:13:18,2022-11-18T16:13:46,COMPLETED,
100bs-2th-aminoacido,5,,,,,,,,,00:54:00,3240,00:00:27,2022-11-18T16:13:22,2022-11-18T16:13:49,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2524K,sdumont3133,0,00:00:00,00:10:48,648,00:00:27,2022-11-18T16:13:22,2022-11-18T16:13:49,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3133,0,2296K,sdumont3134,1,00:00:00,00:52:00,3120,00:00:26,2022-11-18T16:13:23,2022-11-18T16:13:49,COMPLETED,
100bs-2th-aminoacido,5,,,,,,,,,00:56:00,3360,00:00:28,2022-11-18T16:13:46,2022-11-18T16:14:14,COMPLETED,
batch,1,235424K,235424K,sdumont3143,0,2528K,sdumont3143,0,00:00:00,00:11:12,672,00:00:28,2022-11-18T16:13:46,2022-11-18T16:14:14,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3146,3,2300K,sdumont3146,3,00:00:00,00:54:00,3240,00:00:27,2022-11-18T16:13:47,2022-11-18T16:14:14,COMPLETED,
1000bs-2th-aminoacido,5,,,,,,,,,08:06:00,29160,00:04:03,2022-11-18T16:13:49,2022-11-18T16:17:52,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,01:37:12,5832,00:04:03,2022-11-18T16:13:49,2022-11-18T16:17:52,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3134,1,46088K,sdumont3133,0,00:06:52,08:00:00,28800,00:04:00,2022-11-18T16:13:52,2022-11-18T16:17:52,COMPLETED,
1000bs-2th-aminoacido,5,,,,,,,,,08:34:00,30840,00:04:17,2022-11-18T16:14:15,2022-11-18T16:18:32,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8584K,sdumont3143,0,00:00:00,01:42:48,6168,00:04:17,2022-11-18T16:14:15,2022-11-18T16:18:32,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3145,2,46100K,sdumont3143,0,00:07:51,08:34:00,30840,00:04:17,2022-11-18T16:14:15,2022-11-18T16:18:32,COMPLETED,
1000bs-2th-aminoacido,5,,,,,,,,,08:10:00,29400,00:04:05,2022-11-18T16:15:32,2022-11-18T16:19:37,COMPLETED,
batch,1,765684K,765684K,sdumont3148,0,8584K,sdumont3148,0,00:00:00,01:38:00,5880,00:04:05,2022-11-18T16:15:32,2022-11-18T16:19:37,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3152,4,46104K,sdumont3150,2,00:07:48,08:08:00,29280,00:04:04,2022-11-18T16:15:32,2022-11-18T16:19:36,COMPLETED,
1000bs-2th-aminoacido,5,,,,,,,,,08:46:00,31560,00:04:23,2022-11-18T16:16:54,2022-11-18T16:21:17,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8576K,sdumont3138,0,00:00:00,01:45:12,6312,00:04:23,2022-11-18T16:16:54,2022-11-18T16:21:17,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3141,3,46152K,sdumont3142,4,00:07:50,08:46:00,31560,00:04:23,2022-11-18T16:16:54,2022-11-18T16:21:17,COMPLETED,
1000bs-2th-aminoacido,5,,,,,,,,,08:14:00,29640,00:04:07,2022-11-18T16:17:53,2022-11-18T16:22:00,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,01:38:48,5928,00:04:07,2022-11-18T16:17:53,2022-11-18T16:22:00,COMPLETED,
