JobName,NNodes,MaxVMSize,AveVMSize,MaxVMSizeNode,MaxVMSizeTask,MaxRSS,MaxRSSNode,MaxRSSTask,AveCPU,CPUTime,CPUTimeRAW,Elapsed,Start,End,State,
raxmlHPC-HYBRID-AVX,1,550708K,550708K,sdumont3185,0,45756K,sdumont3185,0,00:59:55,04:08:00,14880,00:10:20,2022-11-18T13:51:17,2022-11-18T14:01:37,COMPLETED,
1000bs-6th-aminoacido,1,,,,,,,,,04:08:00,14880,00:10:20,2022-11-18T13:51:37,2022-11-18T14:01:57,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8248K,sdumont3184,0,00:00:00,04:08:00,14880,00:10:20,2022-11-18T13:51:37,2022-11-18T14:01:57,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550684K,550684K,sdumont3184,0,45728K,sdumont3184,0,00:59:53,04:07:36,14856,00:10:19,2022-11-18T13:51:38,2022-11-18T14:01:57,COMPLETED,
1000bs-6th-aminoacido,1,,,,,,,,,04:15:12,15312,00:10:38,2022-11-18T13:51:49,2022-11-18T14:02:27,COMPLETED,
batch,1,499428K,499428K,sdumont3180,0,8228K,sdumont3180,0,00:00:00,04:15:12,15312,00:10:38,2022-11-18T13:51:49,2022-11-18T14:02:27,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550700K,550700K,sdumont3180,0,45740K,sdumont3180,0,01:02:52,04:15:12,15312,00:10:38,2022-11-18T13:51:49,2022-11-18T14:02:27,COMPLETED,
1000bs-6th-aminoacido,1,,,,,,,,,04:06:48,14808,00:10:17,2022-11-18T14:01:37,2022-11-18T14:11:54,COMPLETED,
batch,1,499428K,499428K,sdumont3185,0,8236K,sdumont3185,0,00:00:00,04:06:48,14808,00:10:17,2022-11-18T14:01:37,2022-11-18T14:11:54,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550696K,550696K,sdumont3185,0,45728K,sdumont3185,0,00:59:51,04:06:48,14808,00:10:17,2022-11-18T14:01:37,2022-11-18T14:11:54,COMPLETED,
1000bs-6th-aminoacido,1,,,,,,,,,04:20:24,15624,00:10:51,2022-11-18T14:01:57,2022-11-18T14:12:48,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8308K,sdumont3184,0,00:00:00,04:20:24,15624,00:10:51,2022-11-18T14:01:57,2022-11-18T14:12:48,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550712K,550712K,sdumont3184,0,45756K,sdumont3184,0,01:02:55,04:20:24,15624,00:10:51,2022-11-18T14:01:57,2022-11-18T14:12:48,COMPLETED,
2000bs-6th-aminoacido,1,,,,,,,,,08:20:00,30000,00:20:50,2022-11-18T14:02:27,2022-11-18T14:23:17,COMPLETED,
batch,1,499428K,499428K,sdumont3180,0,8224K,sdumont3180,0,00:00:00,08:20:00,30000,00:20:50,2022-11-18T14:02:27,2022-11-18T14:23:17,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550720K,550720K,sdumont3180,0,45764K,sdumont3180,0,02:02:50,08:19:36,29976,00:20:49,2022-11-18T14:02:28,2022-11-18T14:23:17,COMPLETED,
2000bs-6th-aminoacido,1,,,,,,,,,08:22:00,30120,00:20:55,2022-11-18T14:03:17,2022-11-18T14:24:12,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8236K,sdumont3020,0,00:00:00,08:22:00,30120,00:20:55,2022-11-18T14:03:17,2022-11-18T14:24:12,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550716K,550716K,sdumont3020,0,45736K,sdumont3020,0,02:02:47,08:21:36,30096,00:20:54,2022-11-18T14:03:18,2022-11-18T14:24:12,COMPLETED,
2000bs-6th-aminoacido,1,,,,,,,,,08:52:24,31944,00:22:11,2022-11-18T14:11:54,2022-11-18T14:34:05,COMPLETED,
batch,1,499428K,499428K,sdumont3185,0,8232K,sdumont3185,0,00:00:00,08:52:24,31944,00:22:11,2022-11-18T14:11:54,2022-11-18T14:34:05,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550716K,550716K,sdumont3185,0,45764K,sdumont3185,0,02:11:40,08:52:24,31944,00:22:11,2022-11-18T14:11:54,2022-11-18T14:34:05,COMPLETED,
2000bs-6th-aminoacido,1,,,,,,,,,08:37:36,31056,00:21:34,2022-11-18T14:12:48,2022-11-18T14:34:22,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8228K,sdumont3184,0,00:00:00,08:37:36,31056,00:21:34,2022-11-18T14:12:48,2022-11-18T14:34:22,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550716K,550716K,sdumont3184,0,45768K,sdumont3184,0,02:08:47,08:37:36,31056,00:21:34,2022-11-18T14:12:48,2022-11-18T14:34:22,COMPLETED,
2000bs-6th-aminoacido,1,,,,,,,,,08:39:36,31176,00:21:39,2022-11-18T14:23:17,2022-11-18T14:44:56,COMPLETED,
batch,1,499428K,499428K,sdumont3180,0,8236K,sdumont3180,0,00:00:00,08:39:36,31176,00:21:39,2022-11-18T14:23:17,2022-11-18T14:44:56,COMPLETED,
raxmlHPC-HYBRID-AVX,1,550704K,550704K,sdumont3180,0,45752K,sdumont3180,0,02:08:41,08:39:12,31152,00:21:38,2022-11-18T14:23:18,2022-11-18T14:44:56,COMPLETED,
10bs-2th-aminoacido,1,,,,,,,,,00:05:36,336,00:00:14,2022-11-18T14:24:12,2022-11-18T14:24:26,COMPLETED,
batch,1,300960K,300960K,sdumont3020,0,2540K,sdumont3020,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T14:24:12,2022-11-18T14:24:26,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,2280K,sdumont3020,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T14:24:13,2022-11-18T14:24:26,COMPLETED,
10bs-2th-aminoacido,1,,,,,,,,,00:05:36,336,00:00:14,2022-11-18T14:24:26,2022-11-18T14:24:40,COMPLETED,
batch,1,235424K,235424K,sdumont3020,0,2524K,sdumont3020,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T14:24:26,2022-11-18T14:24:40,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,2296K,sdumont3020,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T14:24:26,2022-11-18T14:24:40,COMPLETED,
10bs-2th-aminoacido,1,,,,,,,,,00:06:00,360,00:00:15,2022-11-18T14:24:40,2022-11-18T14:24:55,COMPLETED,
batch,1,300960K,300960K,sdumont3020,0,2544K,sdumont3020,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T14:24:40,2022-11-18T14:24:55,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,2280K,sdumont3020,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T14:24:42,2022-11-18T14:24:55,COMPLETED,
10bs-2th-aminoacido,1,,,,,,,,,00:06:00,360,00:00:15,2022-11-18T14:24:55,2022-11-18T14:25:10,COMPLETED,
batch,1,300960K,300960K,sdumont3020,0,2548K,sdumont3020,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T14:24:55,2022-11-18T14:25:10,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,2276K,sdumont3020,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T14:24:56,2022-11-18T14:25:10,COMPLETED,
10bs-2th-aminoacido,1,,,,,,,,,00:05:12,312,00:00:13,2022-11-18T14:25:10,2022-11-18T14:25:23,COMPLETED,
batch,1,235424K,235424K,sdumont3020,0,2528K,sdumont3020,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T14:25:10,2022-11-18T14:25:23,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,2280K,sdumont3020,0,00:00:00,00:04:48,288,00:00:12,2022-11-18T14:25:11,2022-11-18T14:25:23,COMPLETED,
100bs-2th-aminoacido,1,,,,,,,,,00:47:36,2856,00:01:59,2022-11-18T14:25:23,2022-11-18T14:27:22,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8236K,sdumont3020,0,00:00:00,00:47:36,2856,00:01:59,2022-11-18T14:25:23,2022-11-18T14:27:22,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,44948K,sdumont3020,0,00:02:59,00:47:36,2856,00:01:59,2022-11-18T14:25:23,2022-11-18T14:27:22,COMPLETED,
100bs-2th-aminoacido,1,,,,,,,,,00:49:36,2976,00:02:04,2022-11-18T14:27:22,2022-11-18T14:29:26,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8240K,sdumont3020,0,00:00:00,00:49:36,2976,00:02:04,2022-11-18T14:27:22,2022-11-18T14:29:26,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,44940K,sdumont3020,0,00:03:58,00:49:12,2952,00:02:03,2022-11-18T14:27:23,2022-11-18T14:29:26,COMPLETED,
100bs-2th-aminoacido,1,,,,,,,,,00:46:24,2784,00:01:56,2022-11-18T14:29:26,2022-11-18T14:31:22,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8236K,sdumont3020,0,00:00:00,00:46:24,2784,00:01:56,2022-11-18T14:29:26,2022-11-18T14:31:22,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,44968K,sdumont3020,0,00:02:58,00:46:24,2784,00:01:56,2022-11-18T14:29:26,2022-11-18T14:31:22,COMPLETED,
100bs-2th-aminoacido,1,,,,,,,,,00:46:24,2784,00:01:56,2022-11-18T14:31:22,2022-11-18T14:33:18,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8240K,sdumont3020,0,00:00:00,00:46:24,2784,00:01:56,2022-11-18T14:31:22,2022-11-18T14:33:18,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,44980K,sdumont3020,0,00:02:58,00:46:24,2784,00:01:56,2022-11-18T14:31:22,2022-11-18T14:33:18,COMPLETED,
100bs-2th-aminoacido,1,,,,,,,,,00:47:12,2832,00:01:58,2022-11-18T14:33:18,2022-11-18T14:35:16,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8236K,sdumont3020,0,00:00:00,00:47:12,2832,00:01:58,2022-11-18T14:33:18,2022-11-18T14:35:16,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,44940K,sdumont3020,0,00:02:58,00:46:48,2808,00:01:57,2022-11-18T14:33:19,2022-11-18T14:35:16,COMPLETED,
1000bs-2th-aminoacido,1,,,,,,,,,07:49:36,28176,00:19:34,2022-11-18T14:34:05,2022-11-18T14:53:39,COMPLETED,
batch,1,499428K,499428K,sdumont3185,0,8244K,sdumont3185,0,00:00:00,07:49:36,28176,00:19:34,2022-11-18T14:34:05,2022-11-18T14:53:39,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3185,0,44M,sdumont3185,0,00:38:50,07:49:36,28176,00:19:34,2022-11-18T14:34:05,2022-11-18T14:53:39,COMPLETED,
1000bs-2th-aminoacido,1,,,,,,,,,07:43:12,27792,00:19:18,2022-11-18T14:34:22,2022-11-18T14:53:40,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8232K,sdumont3184,0,00:00:00,07:43:12,27792,00:19:18,2022-11-18T14:34:22,2022-11-18T14:53:40,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3184,0,45040K,sdumont3184,0,00:37:52,07:42:48,27768,00:19:17,2022-11-18T14:34:23,2022-11-18T14:53:40,COMPLETED,
1000bs-2th-aminoacido,1,,,,,,,,,07:45:12,27912,00:19:23,2022-11-18T14:35:16,2022-11-18T14:54:39,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8240K,sdumont3020,0,00:00:00,07:45:12,27912,00:19:23,2022-11-18T14:35:16,2022-11-18T14:54:39,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3020,0,45040K,sdumont3020,0,00:37:52,07:45:12,27912,00:19:23,2022-11-18T14:35:16,2022-11-18T14:54:39,COMPLETED,
1000bs-2th-aminoacido,1,,,,,,,,,08:00:48,28848,00:20:02,2022-11-18T14:44:56,2022-11-18T15:04:58,COMPLETED,
batch,1,499428K,499428K,sdumont3180,0,8232K,sdumont3180,0,00:00:00,08:00:48,28848,00:20:02,2022-11-18T14:44:56,2022-11-18T15:04:58,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3180,0,45012K,sdumont3180,0,00:38:52,08:00:24,28824,00:20:01,2022-11-18T14:44:57,2022-11-18T15:04:58,COMPLETED,
1000bs-2th-aminoacido,1,,,,,,,,,07:38:24,27504,00:19:06,2022-11-18T14:53:39,2022-11-18T15:12:45,COMPLETED,
batch,1,499428K,499428K,sdumont3185,0,8236K,sdumont3185,0,00:00:00,07:38:24,27504,00:19:06,2022-11-18T14:53:39,2022-11-18T15:12:45,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3185,0,45044K,sdumont3185,0,00:37:51,07:37:12,27432,00:19:03,2022-11-18T14:53:42,2022-11-18T15:12:45,COMPLETED,
2000bs-2th-aminoacido,1,,,,,,,,,15:24:24,55464,00:38:31,2022-11-18T14:53:41,2022-11-18T15:32:12,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8224K,sdumont3184,0,00:00:00,15:24:24,55464,00:38:31,2022-11-18T14:53:41,2022-11-18T15:32:12,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3184,0,45048K,sdumont3184,0,01:16:38,15:24:00,55440,00:38:30,2022-11-18T14:53:42,2022-11-18T15:32:12,COMPLETED,
2000bs-2th-aminoacido,1,,,,,,,,,15:35:12,56112,00:38:58,2022-11-18T14:54:40,2022-11-18T15:33:38,COMPLETED,
batch,1,499428K,499428K,sdumont3020,0,8232K,sdumont3020,0,00:00:00,15:35:12,56112,00:38:58,2022-11-18T14:54:40,2022-11-18T15:33:38,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3020,0,45036K,sdumont3020,0,01:16:36,15:34:24,56064,00:38:56,2022-11-18T14:54:42,2022-11-18T15:33:38,COMPLETED,
2000bs-2th-aminoacido,1,,,,,,,,,16:57:36,61056,00:42:24,2022-11-18T15:04:58,2022-11-18T15:47:22,COMPLETED,
batch,1,499428K,499428K,sdumont3180,0,8232K,sdumont3180,0,00:00:00,16:57:36,61056,00:42:24,2022-11-18T15:04:58,2022-11-18T15:47:22,COMPLETED,
raxmlHPC-HYBRID-AVX,1,303716K,303716K,sdumont3180,0,45044K,sdumont3180,0,01:23:37,16:57:12,61032,00:42:23,2022-11-18T15:04:59,2022-11-18T15:47:22,COMPLETED,
2000bs-2th-aminoacido,1,,,,,,,,,15:46:00,56760,00:39:25,2022-11-18T15:12:45,2022-11-18T15:52:10,COMPLETED,
batch,1,499428K,499428K,sdumont3185,0,8224K,sdumont3185,0,00:00:00,15:46:00,56760,00:39:25,2022-11-18T15:12:45,2022-11-18T15:52:10,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3185,0,45060K,sdumont3185,0,01:17:38,15:45:12,56712,00:39:23,2022-11-18T15:12:46,2022-11-18T15:52:09,COMPLETED,
2000bs-2th-aminoacido,1,,,,,,,,,15:25:36,55536,00:38:34,2022-11-18T15:32:12,2022-11-18T16:10:46,COMPLETED,
batch,1,499428K,499428K,sdumont3184,0,8236K,sdumont3184,0,00:00:00,15:25:36,55536,00:38:34,2022-11-18T15:32:12,2022-11-18T16:10:46,COMPLETED,
raxmlHPC-HYBRID-AVX,1,369252K,369252K,sdumont3184,0,45060K,sdumont3184,0,01:16:46,15:24:48,55488,00:38:32,2022-11-18T15:32:14,2022-11-18T16:10:46,COMPLETED,
10bs-24th-aminoacido,5,,,,,,,,,00:08:00,480,00:00:04,2022-11-18T15:33:38,2022-11-18T15:33:42,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T15:33:38,2022-11-18T15:33:42,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3137,4,2296K,sdumont3137,4,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:33:39,2022-11-18T15:33:42,COMPLETED,
10bs-24th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:33:43,2022-11-18T15:33:46,COMPLETED,
batch,1,300960K,300960K,sdumont3133,0,2540K,sdumont3133,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:33:43,2022-11-18T15:33:46,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3133,0,2296K,sdumont3133,0,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:33:43,2022-11-18T15:33:46,COMPLETED,
10bs-24th-aminoacido,5,,,,,,,,,00:08:00,480,00:00:04,2022-11-18T15:33:46,2022-11-18T15:33:50,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T15:33:46,2022-11-18T15:33:50,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,324426956,sdumont3137,4,2292K,sdumont3137,4,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:33:47,2022-11-18T15:33:50,COMPLETED,
10bs-24th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:33:50,2022-11-18T15:33:53,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:33:50,2022-11-18T15:33:53,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3133,0,2296K,sdumont3137,4,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:33:50,2022-11-18T15:33:53,COMPLETED,
10bs-24th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:33:54,2022-11-18T15:33:57,COMPLETED,
batch,1,300960K,300960K,sdumont3133,0,2540K,sdumont3133,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:33:54,2022-11-18T15:33:57,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,324426956,sdumont3137,4,2300K,sdumont3137,4,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:33:54,2022-11-18T15:33:57,COMPLETED,
100bs-24th-aminoacido,5,,,,,,,,,00:30:00,1800,00:00:15,2022-11-18T15:33:57,2022-11-18T15:34:12,COMPLETED,
batch,1,300960K,300960K,sdumont3133,0,2544K,sdumont3133,0,00:00:00,00:06:00,360,00:00:15,2022-11-18T15:33:57,2022-11-18T15:34:12,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3137,4,2296K,sdumont3137,4,00:00:00,00:28:00,1680,00:00:14,2022-11-18T15:33:58,2022-11-18T15:34:12,COMPLETED,
100bs-24th-aminoacido,5,,,,,,,,,00:26:00,1560,00:00:13,2022-11-18T15:34:12,2022-11-18T15:34:25,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2536K,sdumont3133,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T15:34:12,2022-11-18T15:34:25,COMPLETED,
raxmlHPC-HYBRID-AVX,5,303716K,303716K,sdumont3134,1,2280K,sdumont3137,4,00:00:00,00:24:00,1440,00:00:12,2022-11-18T15:34:13,2022-11-18T15:34:25,COMPLETED,
100bs-24th-aminoacido,5,,,,,,,,,00:28:00,1680,00:00:14,2022-11-18T15:34:25,2022-11-18T15:34:39,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:05:36,336,00:00:14,2022-11-18T15:34:25,2022-11-18T15:34:39,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,337848729,sdumont3137,4,2300K,sdumont3137,4,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:34:26,2022-11-18T15:34:39,COMPLETED,
100bs-24th-aminoacido,5,,,,,,,,,00:26:00,1560,00:00:13,2022-11-18T15:34:39,2022-11-18T15:34:52,COMPLETED,
batch,1,235424K,235424K,sdumont3133,0,2532K,sdumont3133,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T15:34:39,2022-11-18T15:34:52,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,324426956,sdumont3134,1,2292K,sdumont3134,1,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:34:39,2022-11-18T15:34:52,COMPLETED,
100bs-24th-aminoacido,5,,,,,,,,,00:26:00,1560,00:00:13,2022-11-18T15:34:52,2022-11-18T15:35:05,COMPLETED,
batch,1,300960K,300960K,sdumont3138,0,2540K,sdumont3138,0,00:00:00,00:05:12,312,00:00:13,2022-11-18T15:34:52,2022-11-18T15:35:05,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3139,1,2300K,sdumont3142,4,00:00:00,00:26:00,1560,00:00:13,2022-11-18T15:34:52,2022-11-18T15:35:05,COMPLETED,
1000bs-24th-aminoacido,5,,,,,,,,,03:26:00,12360,00:01:43,2022-11-18T15:35:05,2022-11-18T15:36:48,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8584K,sdumont3133,0,00:00:00,00:41:12,2472,00:01:43,2022-11-18T15:35:05,2022-11-18T15:36:48,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767684K,1810105139,sdumont3135,2,48676K,sdumont3137,4,00:35:22,03:24:00,12240,00:01:42,2022-11-18T15:35:06,2022-11-18T15:36:48,COMPLETED,
1000bs-24th-aminoacido,5,,,,,,,,,03:30:00,12600,00:01:45,2022-11-18T15:36:48,2022-11-18T15:38:33,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8576K,sdumont3133,0,00:00:00,00:42:00,2520,00:01:45,2022-11-18T15:36:48,2022-11-18T15:38:33,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767684K,1810105139,sdumont3137,4,48664K,sdumont3137,4,00:35:23,03:30:00,12600,00:01:45,2022-11-18T15:36:48,2022-11-18T15:38:33,COMPLETED,
1000bs-24th-aminoacido,5,,,,,,,,,03:26:00,12360,00:01:43,2022-11-18T15:38:34,2022-11-18T15:40:17,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8588K,sdumont3133,0,00:00:00,00:41:12,2472,00:01:43,2022-11-18T15:38:34,2022-11-18T15:40:17,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767684K,1810105139,sdumont3136,3,48744K,sdumont3137,4,00:35:22,03:26:00,12360,00:01:43,2022-11-18T15:38:34,2022-11-18T15:40:17,COMPLETED,
1000bs-24th-aminoacido,5,,,,,,,,,03:28:00,12480,00:01:44,2022-11-18T15:40:17,2022-11-18T15:42:01,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8580K,sdumont3133,0,00:00:00,00:41:36,2496,00:01:44,2022-11-18T15:40:17,2022-11-18T15:42:01,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767684K,1810105139,sdumont3137,4,48696K,sdumont3133,0,00:35:23,03:26:00,12360,00:01:43,2022-11-18T15:40:18,2022-11-18T15:42:01,COMPLETED,
1000bs-24th-aminoacido,5,,,,,,,,,03:28:00,12480,00:01:44,2022-11-18T15:42:02,2022-11-18T15:43:46,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8580K,sdumont3133,0,00:00:00,00:41:36,2496,00:01:44,2022-11-18T15:42:02,2022-11-18T15:43:46,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767684K,1767680K,sdumont3136,3,48664K,sdumont3134,1,00:35:28,03:28:00,12480,00:01:44,2022-11-18T15:42:02,2022-11-18T15:43:46,COMPLETED,
2000bs-24th-aminoacido,5,,,,,,,,,06:56:00,24960,00:03:28,2022-11-18T15:43:46,2022-11-18T15:47:14,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8576K,sdumont3133,0,00:00:00,01:23:12,4992,00:03:28,2022-11-18T15:43:46,2022-11-18T15:47:14,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767692K,1810114150,sdumont3135,2,48700K,sdumont3133,0,01:11:12,06:56:00,24960,00:03:28,2022-11-18T15:43:46,2022-11-18T15:47:14,COMPLETED,
2000bs-24th-aminoacido,5,,,,,,,,,06:56:00,24960,00:03:28,2022-11-18T15:47:22,2022-11-18T15:50:50,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8576K,sdumont3133,0,00:00:00,01:23:12,4992,00:03:28,2022-11-18T15:47:22,2022-11-18T15:50:50,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767708K,1810117427,sdumont3135,2,48700K,sdumont3134,1,01:11:23,06:54:00,24840,00:03:27,2022-11-18T15:47:23,2022-11-18T15:50:50,COMPLETED,
2000bs-24th-aminoacido,5,,,,,,,,,06:48:00,24480,00:03:24,2022-11-18T15:47:14,2022-11-18T15:50:38,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8564K,sdumont3138,0,00:00:00,01:21:36,4896,00:03:24,2022-11-18T15:47:14,2022-11-18T15:50:38,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767692K,1810113331,sdumont3141,3,48708K,sdumont3138,0,01:11:19,06:48:00,24480,00:03:24,2022-11-18T15:47:14,2022-11-18T15:50:38,COMPLETED,
2000bs-24th-aminoacido,5,,,,,,,,,06:50:00,24600,00:03:25,2022-11-18T15:50:38,2022-11-18T15:54:03,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8580K,sdumont3138,0,00:00:00,01:22:00,4920,00:03:25,2022-11-18T15:50:38,2022-11-18T15:54:03,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767692K,1810114150,sdumont3141,3,48708K,sdumont3138,0,01:11:24,06:50:00,24600,00:03:25,2022-11-18T15:50:38,2022-11-18T15:54:03,COMPLETED,
2000bs-24th-aminoacido,5,,,,,,,,,06:48:00,24480,00:03:24,2022-11-18T15:50:50,2022-11-18T15:54:14,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8584K,sdumont3133,0,00:00:00,01:21:36,4896,00:03:24,2022-11-18T15:50:50,2022-11-18T15:54:14,COMPLETED,
raxmlHPC-HYBRID-AVX,5,1767692K,1810114150,sdumont3135,2,48704K,sdumont3137,4,01:11:21,06:44:00,24240,00:03:22,2022-11-18T15:50:52,2022-11-18T15:54:14,COMPLETED,
10bs-12th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:52:10,2022-11-18T15:52:13,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:52:10,2022-11-18T15:52:13,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3145,2,2296K,sdumont3146,3,00:00:00,00:06:00,360,00:00:03,2022-11-18T15:52:10,2022-11-18T15:52:13,COMPLETED,
10bs-12th-aminoacido,5,,,,,,,,,00:10:00,600,00:00:05,2022-11-18T15:52:13,2022-11-18T15:52:18,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T15:52:13,2022-11-18T15:52:18,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3147,4,2300K,sdumont3147,4,00:00:00,00:10:00,600,00:00:05,2022-11-18T15:52:13,2022-11-18T15:52:18,COMPLETED,
10bs-12th-aminoacido,5,,,,,,,,,00:06:00,360,00:00:03,2022-11-18T15:52:18,2022-11-18T15:52:21,COMPLETED,
batch,1,300960K,300960K,sdumont3143,0,2544K,sdumont3143,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T15:52:18,2022-11-18T15:52:21,COMPLETED,
